Conversation ID,Original Project,Predicted Project,Confidence,Reason,Timestamp
"1762957890263-5xriqopzs","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.465Z"
"1762957890263-9id6zj2vm","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.465Z"
"1762957890263-s0z56orv3","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.465Z"
"1762957890263-hvr6e3geq","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-ihefvqwop","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-radp0sj6e","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-cavhzaccb","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-pgx4pp1g9","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-zx028n3b4","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-vlboe53u6","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-pqe128tkd","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-fxqa9nhcv","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-4xh476mlc","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-j8ne1baxy","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-6r3m2gq3i","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-obhnqtrqr","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-o026nx55o","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-hph5ppqmv","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-bzu8c0x1v","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-4s71pmfq2","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-h7fjng3uj","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-l2va7yjn0","uncategorized","jarvis",0.25,"Matched keywords: assistant","2025-11-12T14:31:30.466Z"
"1762957890263-lvfewadnp","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-q8vjw6m0v","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-rk3fcms2v","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-gw9uqctlu","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-3kuegnpoh","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-3ees84yt0","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-l7ak8ux1z","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-iv1c6aihr","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-mr5s4mssr","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-44xc4v4de","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-5rlqks8o2","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-mmj957lli","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-uq4vc1qki","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-qt53q824f","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-wrdctv67x","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-gkquiaip4","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-fk9yd1sw2","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-amabnuotv","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-xu2yvezv0","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-4zupeyccd","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-qty9g0k5i","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-abq44l0ec","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-twbz4t294","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-896cx76mn","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-gix04mc5m","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890263-kcp6dr7zy","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890264-bztsr3j6w","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890264-jc89rb1es","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890264-3ob5r8nk7","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890264-p0ww48szy","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890264-5pfne4fjv","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890264-rlsxqsarb","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
"1762957890264-0fycb2xj5","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.466Z"
