Conversation ID,Original Project,Predicted Project,Confidence,Reason,Timestamp
"1762950286953-178wtvjey","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-2an23fs6h","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-h8cv9r4jh","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-bvefzrkrh","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-2g3u1ch1s","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-yrn5i1zvc","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-vhr7vzicf","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-257ea8hmr","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-fxgjd9g7n","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-5uu21v79p","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-2n2i825hh","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-hihvvd69b","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-uucxl2bju","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-23fkzsyfz","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-tu1od5v2e","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-xubfa5q4d","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-x9oh1eg6c","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-n96uw1fhi","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-ec7mso2id","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-sbew43bzv","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-dx0dwi2cd","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-94y50ly32","uncategorized","jarvis",0.25,"Matched keywords: assistant","2025-11-12T12:24:47.143Z"
"1762950286953-l2devma9w","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-157dei6w9","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-fntl56oh9","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-edzlcy6w2","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-78thhq3ac","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-hzhrhqafy","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-fgxppsxhe","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-v5ni40k2y","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-jb4bx87k0","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-jpzvsicrl","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-r4ehe0ook","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-is5pbf9m7","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-0fvi25tij","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-3hwvz3vko","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-dlsc8cwhk","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-0i2i3y096","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-du5vs3o0x","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-qto7q4892","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-nk79jbt66","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-ql2tbefd6","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-0avo4eomn","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-rofesy3c3","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-p68ydqo4o","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-pm40877de","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-3u1oerv9p","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-frvcg1juh","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-ery5ke7c2","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-7h6ipci5s","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-ofyluq19t","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-07lkmltc0","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-6jb8v4e8i","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-cf7r78hnm","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286953-zb88auhnn","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286954-k14zcdkee","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286954-uhpywmhin","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
"1762950286954-udv5ugbqt","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T12:24:47.143Z"
