Conversation ID,Original Project,Predicted Project,Confidence,Reason,Timestamp
"1762957960056-umx2ndjr7","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:32:40.265Z"
"1762957960056-q7t8ddkrt","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:32:40.266Z"
"1762957960056-bqvn66sjv","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:32:40.266Z"
"1762957960056-km6c5mj70","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:32:40.266Z"
"1762957960056-oiugyvi8u","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:32:40.266Z"
"1762957960056-ght61op8q","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:32:40.266Z"
"1762957960056-ennaezn6x","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:32:40.266Z"
"1762957960056-nzwf4qkjx","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:32:40.266Z"
"1762957960056-nn4ispt7t","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:32:40.266Z"
"1762957960056-8gnwdulyj","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:32:40.266Z"
"1762957960056-tewy3m4hx","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:32:40.266Z"
"1762957960056-ci328si74","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:32:40.266Z"
"1762957960056-1bol77dvo","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:32:40.266Z"
"1762957960056-zliicza6u","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:32:40.266Z"
"1762957960056-zccl1hit1","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:32:40.266Z"
"1762957960056-g5j64tb45","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:32:40.266Z"
"1762957960056-87bmmeu0k","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:32:40.266Z"
