Conversation ID,Original Project,Predicted Project,Confidence,Reason,Timestamp
"1762957894603-fsror1agg","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-w5eb2a63x","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-7ru0d9jue","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-zv7r8os14","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-6q4z4d4sy","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-tjtk0pio3","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-h8qk20795","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-tljj89tyi","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-6bfykacge","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-uaqpln7ow","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-ck04flqfb","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-35jbofwxx","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-i0pal71mt","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-omqim2ayl","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-0kuiwobt8","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-jjnxe5bv0","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-pr2odjclc","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-77ynt12an","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-ysszr1dg8","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-fxio9qckt","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-ih7cr2tjk","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-bc0gbwly7","uncategorized","jarvis",0.25,"Matched keywords: assistant","2025-11-12T14:31:34.800Z"
"1762957894603-m4lzouh03","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-41u9jjh4x","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-si4lz93nq","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-aa13lwwah","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-0cbkiffrx","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
"1762957894603-mfw6acoxp","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:34.800Z"
