Conversation ID,Original Project,Predicted Project,Confidence,Reason,Timestamp
"1762957890275-59wnish3e","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890275-n3nme0mwt","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890275-hq209i89x","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890275-xzwtuznkh","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890275-ejnzftr7i","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890275-5qnh0n5lt","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890275-a5w2u82an","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890275-b1t7xff5u","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890275-ou0uk8fwx","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890275-f24by64c8","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890275-rl5jjnpeu","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890275-u0jvdaafp","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890275-8bt0v9fn7","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890275-e9p876vfk","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890275-13j2uo9mk","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890275-xg4l7wbkg","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890275-m06oni32v","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890275-53f4rzse7","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890276-bstbci1fe","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890276-hha91w0tk","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890276-ucgph9xxs","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890276-xjmzajzu5","uncategorized","jarvis",0.25,"Matched keywords: assistant","2025-11-12T14:31:30.473Z"
"1762957890276-m2v709g0e","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890276-wgufng146","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890276-ywxhsknc5","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890276-wvv6vuaqk","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890276-a14dbumje","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890276-csvlgwv0p","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890276-3of0k9hqn","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890276-euw3p4rft","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890276-s7rcie64q","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890276-pfa6pmvte","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890276-l7poq3qhh","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890276-i8gqi1ocr","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890276-zp1ak1mfa","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890276-qskd32jvz","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890276-jtrvpfs4k","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
"1762957890276-gedbm6h4t","uncategorized","uncategorized",0,"No matching keywords found","2025-11-12T14:31:30.473Z"
